country,technology,year,spending_usd_ppp_millions
Korea,CO2 capture & storage,2005,7.12
Korea,CO2 capture & storage,2006,7.188
Korea,CO2 capture & storage,2007,11.21
Korea,CO2 capture & storage,2008,26.832
Korea,CO2 capture & storage,2009,27.665
Korea,CO2 capture & storage,2010,48.241
Korea,CO2 capture & storage,2011,53.354
Korea,CO2 capture & storage,2012,45.235
Korea,CO2 capture & storage,2013,56.794
Korea,CO2 capture & storage,2014,38.407
Korea,CO2 capture & storage,2015,40.952
Korea,CO2 capture & storage,2016,28.203
Korea,CO2 capture & storage,2017,29.268
Korea,CO2 capture & storage,2018,24.776
Korea,CO2 capture & storage,2019,28.246
Korea,CO2 capture & storage,2020,24.023
Korea,CO2 capture & storage,2021,67.232
Korea,CO2 capture & storage,2022,102.639
Korea,CO2 capture & storage,2023,102.169
Korea,CO2 capture & storage,2024,49.942
Korea,Geothermal,2002,0.0
Korea,Geothermal,2003,1.462
Korea,Geothermal,2004,4.038
Korea,Geothermal,2005,3.896
Korea,Geothermal,2006,5.922
Korea,Geothermal,2007,8.256
Korea,Geothermal,2008,6.903
Korea,Geothermal,2009,6.003
Korea,Geothermal,2010,12.708
Korea,Geothermal,2011,11.54
Korea,Geothermal,2012,15.927
Korea,Geothermal,2013,7.069
Korea,Geothermal,2014,13.758
Korea,Geothermal,2015,10.767
Korea,Geothermal,2016,8.089
Korea,Geothermal,2017,4.664
Korea,Geothermal,2018,7.389
Korea,Geothermal,2019,3.075
Korea,Geothermal,2020,3.004
Korea,Geothermal,2021,6.027
Korea,Geothermal,2022,0.784
Korea,Geothermal,2023,1.665
Korea,Geothermal,2024,0.0
Korea,Hydro,2002,5.487
Korea,Hydro,2003,6.505
Korea,Hydro,2004,1.298
Korea,Hydro,2005,1.691
Korea,Hydro,2006,1.173
Korea,Hydro,2007,2.478
Korea,Hydro,2008,1.208
Korea,Hydro,2009,0.667
Korea,Hydro,2010,2.01
Korea,Hydro,2011,0.0
Korea,Hydro,2012,6.923
Korea,Hydro,2013,11.911
Korea,Hydro,2014,11.615
Korea,Hydro,2015,8.098
Korea,Hydro,2016,15.405
Korea,Hydro,2017,11.697
Korea,Hydro,2018,8.636
Korea,Hydro,2019,3.776
Korea,Hydro,2020,1.111
Korea,Hydro,2021,7.97
Korea,Hydro,2022,4.748
Korea,Hydro,2023,7.451
Korea,Hydro,2024,3.648
Korea,Hydrogen & fuel cells,2004,52.548
Korea,Hydrogen & fuel cells,2005,46.035
Korea,Hydrogen & fuel cells,2006,72.728
Korea,Hydrogen & fuel cells,2007,75.561
Korea,Hydrogen & fuel cells,2008,130.47
Korea,Hydrogen & fuel cells,2009,96.709
Korea,Hydrogen & fuel cells,2010,88.565
Korea,Hydrogen & fuel cells,2011,81.117
Korea,Hydrogen & fuel cells,2012,60.473
Korea,Hydrogen & fuel cells,2013,59.834
Korea,Hydrogen & fuel cells,2014,49.822
Korea,Hydrogen & fuel cells,2015,46.797
Korea,Hydrogen & fuel cells,2016,61.115
Korea,Hydrogen & fuel cells,2017,60.886
Korea,Hydrogen & fuel cells,2018,60.565
Korea,Hydrogen & fuel cells,2019,55.475
Korea,Hydrogen & fuel cells,2020,91.707
Korea,Hydrogen & fuel cells,2021,157.704
Korea,Hydrogen & fuel cells,2022,200.433
Korea,Hydrogen & fuel cells,2023,208.466
Korea,Hydrogen & fuel cells,2024,184.777
Korea,Nuclear,2002,60.261
Korea,Nuclear,2003,69.055
Korea,Nuclear,2004,410.263
Korea,Nuclear,2005,371.658
Korea,Nuclear,2006,407.647
Korea,Nuclear,2007,422.2
Korea,Nuclear,2008,115.218
Korea,Nuclear,2009,134.345
Korea,Nuclear,2010,147.115
Korea,Nuclear,2011,193.743
Korea,Nuclear,2012,194.346
Korea,Nuclear,2013,173.264
Korea,Nuclear,2014,165.982
Korea,Nuclear,2015,144.93
Korea,Nuclear,2016,121.353
Korea,Nuclear,2017,110.472
Korea,Nuclear,2018,98.612
Korea,Nuclear,2019,104.271
Korea,Nuclear,2020,132.018
Korea,Nuclear,2021,134.722
Korea,Nuclear,2022,141.641
Korea,Nuclear,2023,155.835
Korea,Nuclear,2024,200.114
Korea,Ocean,2002,0.0
Korea,Ocean,2003,0.57
Korea,Ocean,2004,0.368
Korea,Ocean,2005,1.018
Korea,Ocean,2006,1.836
Korea,Ocean,2007,5.731
Korea,Ocean,2008,2.934
Korea,Ocean,2009,5.836
Korea,Ocean,2010,12.645
Korea,Ocean,2011,11.646
Korea,Ocean,2012,14.992
Korea,Ocean,2013,16.861
Korea,Ocean,2014,12.518
Korea,Ocean,2015,8.451
Korea,Ocean,2016,10.571
Korea,Ocean,2017,5.855
Korea,Ocean,2018,4.417
Korea,Ocean,2019,3.544
Korea,Ocean,2020,2.331
Korea,Ocean,2022,0.0
Korea,Ocean,2023,0.0
Korea,Ocean,2024,0.0
Korea,Solar,2002,8.901
Korea,Solar,2003,8.697
Korea,Solar,2004,20.274
Korea,Solar,2005,30.713
Korea,Solar,2006,40.572
Korea,Solar,2007,37.088
Korea,Solar,2008,106.139
Korea,Solar,2009,123.887
Korea,Solar,2010,123.461
Korea,Solar,2011,138.413
Korea,Solar,2012,131.984
Korea,Solar,2013,111.109
Korea,Solar,2014,106.964
Korea,Solar,2015,87.283
Korea,Solar,2016,94.812
Korea,Solar,2017,91.262
Korea,Solar,2018,92.702
Korea,Solar,2019,110.227
Korea,Solar,2020,105.704
Korea,Solar,2021,117.804
Korea,Solar,2022,113.26
Korea,Solar,2023,94.523
Korea,Solar,2024,68.995
Korea,Wind,2002,5.3
Korea,Wind,2003,6.521
Korea,Wind,2004,15.285
Korea,Wind,2005,19.793
Korea,Wind,2006,29.8
Korea,Wind,2007,29.979
Korea,Wind,2008,30.202
Korea,Wind,2009,62.527
Korea,Wind,2010,66.156
Korea,Wind,2011,60.584
Korea,Wind,2012,80.218
Korea,Wind,2013,82.046
Korea,Wind,2014,69.151
Korea,Wind,2015,59.295
Korea,Wind,2016,50.484
Korea,Wind,2017,42.17
Korea,Wind,2018,51.218
Korea,Wind,2019,87.733
Korea,Wind,2020,123.29
Korea,Wind,2021,106.537
Korea,Wind,2022,102.473
Korea,Wind,2023,108.757
Korea,Wind,2024,90.087
Latvia,Biofuels,2019,0.0
Latvia,CO2 capture & storage,2019,0.0
Latvia,Geothermal,2019,0.0
Latvia,Hydro,2019,0.0
Latvia,Hydrogen & fuel cells,2019,0.0
Latvia,Nuclear,2019,0.0
Latvia,Ocean,2019,0.0
Latvia,Solar,2019,0.0
Latvia,Wind,2019,0.0
Lithuania,Biofuels,2019,4.22
Lithuania,Biofuels,2020,4.617
Lithuania,Biofuels,2021,2.35
Lithuania,Biofuels,2022,3.158
Lithuania,Biofuels,2023,6.403
Lithuania,Biofuels,2024,2.922
Lithuania,CO2 capture & storage,2022,0.404
Lithuania,CO2 capture & storage,2023,0.234
Lithuania,CO2 capture & storage,2024,0.0
Lithuania,Geothermal,2019,0.011
Lithuania,Geothermal,2022,0.0
Lithuania,Geothermal,2023,0.0
Lithuania,Geothermal,2024,0.0
Lithuania,Hydro,2022,0.0
Lithuania,Hydro,2023,0.0
Lithuania,Hydro,2024,0.0
Lithuania,Hydrogen & fuel cells,2019,0.652
Lithuania,Hydrogen & fuel cells,2020,1.101
Lithuania,Hydrogen & fuel cells,2021,2.014
Lithuania,Hydrogen & fuel cells,2022,2.633
Lithuania,Hydrogen & fuel cells,2023,3.223
Lithuania,Hydrogen & fuel cells,2024,0.832
Lithuania,Nuclear,2019,7.188
Lithuania,Nuclear,2020,7.142
Lithuania,Nuclear,2021,3.596
Lithuania,Nuclear,2022,3.704
Lithuania,Nuclear,2023,6.284
Lithuania,Nuclear,2024,2.519
Lithuania,Ocean,2022,0.0
Lithuania,Ocean,2023,0.0
Lithuania,Ocean,2024,0.0
Lithuania,Solar,2019,1.173
Lithuania,Solar,2020,0.976
Lithuania,Solar,2021,2.68
Lithuania,Solar,2022,5.051
Lithuania,Solar,2023,1.842
Lithuania,Solar,2024,0.08
Lithuania,Wind,2019,0.385
Lithuania,Wind,2020,0.267
Lithuania,Wind,2021,0.867
Lithuania,Wind,2022,0.0
Lithuania,Wind,2023,0.0
Lithuania,Wind,2024,0.0
Luxembourg,Biofuels,1991,0.0
Luxembourg,Biofuels,1992,0.0
Luxembourg,Biofuels,1993,0.0
Luxembourg,Biofuels,1994,0.0
Luxembourg,Biofuels,1995,0.0
Luxembourg,Biofuels,1996,0.0
Luxembourg,Biofuels,1997,0.085
Luxembourg,Biofuels,1998,0.0
Luxembourg,Biofuels,1999,0.368
Luxembourg,Biofuels,2000,0.557
Luxembourg,Biofuels,2011,0.0
Luxembourg,Biofuels,2012,6.541
Luxembourg,CO2 capture & storage,2011,0.0
Luxembourg,CO2 capture & storage,2012,0.032
Luxembourg,Geothermal,1991,0.0
Luxembourg,Geothermal,1992,0.0
Luxembourg,Geothermal,1993,0.0
Luxembourg,Geothermal,1994,0.0
Luxembourg,Geothermal,1995,0.0
Luxembourg,Geothermal,1996,0.0
Luxembourg,Geothermal,1997,0.0
Luxembourg,Geothermal,1998,0.0
Luxembourg,Geothermal,1999,0.0
Luxembourg,Geothermal,2000,0.0
Luxembourg,Geothermal,2011,0.0
Luxembourg,Geothermal,2012,0.0
Luxembourg,Hydro,1991,0.0
Luxembourg,Hydro,1992,0.0
Luxembourg,Hydro,1993,0.0
Luxembourg,Hydro,1994,0.0
Luxembourg,Hydro,1995,0.0
Luxembourg,Hydro,1996,0.0
Luxembourg,Hydro,1997,0.0
Luxembourg,Hydro,1998,0.0
Luxembourg,Hydro,1999,0.0
Luxembourg,Hydro,2000,0.0
Luxembourg,Hydro,2011,0.0
Luxembourg,Hydro,2012,0.0
Luxembourg,Hydrogen & fuel cells,2011,0.0
Luxembourg,Hydrogen & fuel cells,2012,5.075
Luxembourg,Nuclear,2011,0.0
Luxembourg,Nuclear,2012,0.0
Luxembourg,Ocean,1991,0.0
Luxembourg,Ocean,1992,0.0
Luxembourg,Ocean,1993,0.0
Luxembourg,Ocean,1994,0.0
Luxembourg,Ocean,1995,0.0
Luxembourg,Ocean,1996,0.0
Luxembourg,Ocean,1997,0.0
Luxembourg,Ocean,1998,0.0
Luxembourg,Ocean,1999,0.0
Luxembourg,Ocean,2000,0.0
Luxembourg,Ocean,2011,0.0
Luxembourg,Ocean,2012,0.0
Luxembourg,Solar,1991,0.036
Luxembourg,Solar,1992,0.093
Luxembourg,Solar,1993,0.054
Luxembourg,Solar,1994,0.105
Luxembourg,Solar,1995,0.077
Luxembourg,Solar,1996,0.188
Luxembourg,Solar,1997,0.2
Luxembourg,Solar,1998,0.246
Luxembourg,Solar,1999,0.387
Luxembourg,Solar,2000,0.191
Luxembourg,Solar,2011,0.0
Luxembourg,Solar,2012,0.0
Luxembourg,Wind,1991,0.0
Luxembourg,Wind,1992,0.0
Luxembourg,Wind,1993,0.166
Luxembourg,Wind,1994,0.0
Luxembourg,Wind,1995,0.0
Luxembourg,Wind,1996,0.0
Luxembourg,Wind,1997,0.62
Luxembourg,Wind,1998,0.156
Luxembourg,Wind,1999,0.592
Luxembourg,Wind,2000,0.138
Luxembourg,Wind,2011,1.232
Luxembourg,Wind,2012,0.0
Mexico,Biofuels,2013,7.216
Mexico,Biofuels,2014,0.844
Mexico,Biofuels,2015,6.34
Mexico,Biofuels,2016,29.504
Mexico,Biofuels,2017,18.173
Mexico,Biofuels,2018,27.077
Mexico,Biofuels,2019,4.477
Mexico,Biofuels,2020,5.346
Mexico,Biofuels,2021,0.582
Mexico,Biofuels,2022,0.0
Mexico,Biofuels,2023,0.0
Mexico,Biofuels,2024,1.272
Mexico,CO2 capture & storage,2013,1.28
Mexico,CO2 capture & storage,2014,0.0
Mexico,CO2 capture & storage,2015,0.0
Mexico,CO2 capture & storage,2016,4.3
Mexico,CO2 capture & storage,2017,0.082
Mexico,CO2 capture & storage,2018,1.344
Mexico,CO2 capture & storage,2019,0.0
Mexico,CO2 capture & storage,2020,1.012
Mexico,CO2 capture & storage,2021,0.0
Mexico,CO2 capture & storage,2022,0.0
Mexico,CO2 capture & storage,2023,0.0
Mexico,CO2 capture & storage,2024,0.0
Mexico,Geothermal,2013,1.151
Mexico,Geothermal,2014,65.68
Mexico,Geothermal,2015,21.054
Mexico,Geothermal,2016,30.286
Mexico,Geothermal,2017,20.134
Mexico,Geothermal,2018,19.797
Mexico,Geothermal,2019,2.326
Mexico,Geothermal,2020,6.932
Mexico,Geothermal,2021,3.923
Mexico,Geothermal,2022,0.0
Mexico,Geothermal,2023,0.0
Mexico,Geothermal,2024,0.0
Mexico,Hydro,2013,0.0
Mexico,Hydro,2014,0.0
Mexico,Hydro,2015,0.0
Mexico,Hydro,2016,0.0
Mexico,Hydro,2018,0.0
Mexico,Hydro,2020,1.398
Mexico,Hydro,2021,0.0
Mexico,Hydro,2022,0.0
Mexico,Hydro,2023,0.671
Mexico,Hydro,2024,0.0
Mexico,Hydrogen & fuel cells,2013,1.091
Mexico,Hydrogen & fuel cells,2014,0.0
Mexico,Hydrogen & fuel cells,2015,0.276
Mexico,Hydrogen & fuel cells,2016,1.655
Mexico,Hydrogen & fuel cells,2017,1.894
Mexico,Hydrogen & fuel cells,2018,1.135
Mexico,Hydrogen & fuel cells,2019,0.679
Mexico,Hydrogen & fuel cells,2020,0.168
Mexico,Hydrogen & fuel cells,2021,0.083
Mexico,Hydrogen & fuel cells,2022,0.0
Mexico,Hydrogen & fuel cells,2023,0.0
Mexico,Hydrogen & fuel cells,2024,0.0
Mexico,Nuclear,2013,0.0
Mexico,Nuclear,2014,3.719
Mexico,Nuclear,2015,4.459
Mexico,Nuclear,2016,1.5
Mexico,Nuclear,2017,0.184
Mexico,Nuclear,2018,0.632
Mexico,Nuclear,2019,0.118
Mexico,Nuclear,2020,0.392
Mexico,Nuclear,2021,0.0
Mexico,Nuclear,2022,0.0
Mexico,Nuclear,2023,0.0
Mexico,Nuclear,2024,0.0
Mexico,Ocean,2013,0.0
Mexico,Ocean,2014,0.114
Mexico,Ocean,2015,0.087
Mexico,Ocean,2016,0.11
Mexico,Ocean,2017,18.217
Mexico,Ocean,2018,14.417
Mexico,Ocean,2019,6.555
Mexico,Ocean,2020,4.296
Mexico,Ocean,2021,2.17
Mexico,Ocean,2022,0.0
Mexico,Ocean,2023,0.0
Mexico,Ocean,2024,0.0
Mexico,Solar,2013,1.923
Mexico,Solar,2014,32.394
Mexico,Solar,2015,12.273
Mexico,Solar,2016,22.983
Mexico,Solar,2017,11.929
Mexico,Solar,2018,6.915
Mexico,Solar,2019,1.096
Mexico,Solar,2020,3.281
Mexico,Solar,2021,2.491
Mexico,Solar,2022,0.0
Mexico,Solar,2023,0.218
Mexico,Solar,2024,0.0
Mexico,Wind,2013,0.0
Mexico,Wind,2014,7.352
Mexico,Wind,2015,10.033
Mexico,Wind,2016,7.059
Mexico,Wind,2017,5.189
Mexico,Wind,2018,4.945
Mexico,Wind,2019,0.796
Mexico,Wind,2020,0.446
Mexico,Wind,2021,0.444
Mexico,Wind,2022,0.0
Mexico,Wind,2023,0.0
Mexico,Wind,2024,0.0
Netherlands,Biofuels,1974,0.0
Netherlands,Biofuels,1975,0.0
Netherlands,Biofuels,1976,0.94
Netherlands,Biofuels,1977,0.892
Netherlands,Biofuels,1978,0.847
Netherlands,Biofuels,1979,0.808
Netherlands,Biofuels,1980,22.813
Netherlands,Biofuels,1981,14.384
Netherlands,Biofuels,1982,16.433
Netherlands,Biofuels,1983,14.732
Netherlands,Biofuels,1984,13.197
Netherlands,Biofuels,1985,13.028
Netherlands,Biofuels,1986,11.905
Netherlands,Biofuels,1987,10.281
Netherlands,Biofuels,1988,7.3
Netherlands,Biofuels,1989,11.201
Netherlands,Biofuels,1990,16.967
Netherlands,Biofuels,1991,16.435
Netherlands,Biofuels,1992,5.992
Netherlands,Biofuels,1993,2.788
Netherlands,Biofuels,1994,3.351
Netherlands,Biofuels,1995,8.788
Netherlands,Biofuels,1996,14.562
Netherlands,Biofuels,1997,15.924
Netherlands,Biofuels,1998,22.055
Netherlands,Biofuels,1999,28.367
Netherlands,Biofuels,2000,24.065
Netherlands,Biofuels,2001,27.06
Netherlands,Biofuels,2002,24.34
Netherlands,Biofuels,2003,48.107
Netherlands,Biofuels,2005,43.601
Netherlands,Biofuels,2006,57.992
Netherlands,Biofuels,2007,90.726
Netherlands,Biofuels,2008,47.916
Netherlands,Biofuels,2009,41.668
Netherlands,Biofuels,2010,119.861
Netherlands,Biofuels,2011,13.712
Netherlands,Biofuels,2012,84.454
Netherlands,Biofuels,2013,75.755
Netherlands,Biofuels,2014,43.534
Netherlands,Biofuels,2015,49.021
Netherlands,Biofuels,2016,50.45
Netherlands,Biofuels,2017,35.326
Netherlands,Biofuels,2018,29.166
Netherlands,Biofuels,2019,13.414
Netherlands,Biofuels,2020,11.454
Netherlands,Biofuels,2021,20.576
Netherlands,Biofuels,2022,11.222
Netherlands,Biofuels,2023,5.075
Netherlands,Biofuels,2024,23.952
Netherlands,CO2 capture & storage,1974,0.0
Netherlands,CO2 capture & storage,1975,0.0
Netherlands,CO2 capture & storage,1976,0.0
Netherlands,CO2 capture & storage,1977,0.0
Netherlands,CO2 capture & storage,1978,0.0
Netherlands,CO2 capture & storage,1979,0.0
Netherlands,CO2 capture & storage,1981,0.0
Netherlands,CO2 capture & storage,1982,0.0
Netherlands,CO2 capture & storage,1983,0.0
Netherlands,CO2 capture & storage,1984,0.0
Netherlands,CO2 capture & storage,1985,0.0
Netherlands,CO2 capture & storage,1986,0.0
Netherlands,CO2 capture & storage,1987,0.0
Netherlands,CO2 capture & storage,1988,0.0
Netherlands,CO2 capture & storage,1989,0.0
Netherlands,CO2 capture & storage,1990,0.0
Netherlands,CO2 capture & storage,1991,0.0
Netherlands,CO2 capture & storage,1992,0.0
Netherlands,CO2 capture & storage,1993,0.0
Netherlands,CO2 capture & storage,1994,0.0
Netherlands,CO2 capture & storage,1995,0.0
Netherlands,CO2 capture & storage,1996,0.0
Netherlands,CO2 capture & storage,1997,0.0
Netherlands,CO2 capture & storage,1998,0.0
Netherlands,CO2 capture & storage,1999,0.0
Netherlands,CO2 capture & storage,2000,0.0
Netherlands,CO2 capture & storage,2001,0.0
Netherlands,CO2 capture & storage,2002,0.0
Netherlands,CO2 capture & storage,2003,0.0
Netherlands,CO2 capture & storage,2005,15.458
Netherlands,CO2 capture & storage,2006,5.799
Netherlands,CO2 capture & storage,2007,66.482
Netherlands,CO2 capture & storage,2008,10.73
Netherlands,CO2 capture & storage,2009,23.231
Netherlands,CO2 capture & storage,2010,52.239
Netherlands,CO2 capture & storage,2011,6.328
Netherlands,CO2 capture & storage,2012,4.858
Netherlands,CO2 capture & storage,2013,3.601
Netherlands,CO2 capture & storage,2014,0.0
Netherlands,CO2 capture & storage,2015,3.678
Netherlands,CO2 capture & storage,2016,3.897
Netherlands,CO2 capture & storage,2017,19.054
Netherlands,CO2 capture & storage,2018,27.498
Netherlands,CO2 capture & storage,2019,11.443
Netherlands,CO2 capture & storage,2020,10.985
Netherlands,CO2 capture & storage,2021,15.621
Netherlands,CO2 capture & storage,2022,13.289
Netherlands,CO2 capture & storage,2023,4.379
Netherlands,CO2 capture & storage,2024,44.973
Netherlands,Geothermal,1974,0.0
Netherlands,Geothermal,1975,0.0
Netherlands,Geothermal,1976,0.753
Netherlands,Geothermal,1977,0.715
Netherlands,Geothermal,1978,0.507
Netherlands,Geothermal,1979,0.324
Netherlands,Geothermal,1980,0.61
Netherlands,Geothermal,1981,2.878
Netherlands,Geothermal,1982,10.955
Netherlands,Geothermal,1983,6.696
Netherlands,Geothermal,1984,14.517
Netherlands,Geothermal,1985,0.645
Netherlands,Geothermal,1986,5.047
Netherlands,Geothermal,1987,6.246
Netherlands,Geothermal,1988,1.304
Netherlands,Geothermal,1989,5.149
Netherlands,Geothermal,1990,9.495
Netherlands,Geothermal,1991,9.197
Netherlands,Geothermal,1992,0.959
Netherlands,Geothermal,1993,2.328
Netherlands,Geothermal,1994,0.463
Netherlands,Geothermal,1995,0.113
Netherlands,Geothermal,1996,0.0
Netherlands,Geothermal,1997,0.77
Netherlands,Geothermal,1998,1.292
Netherlands,Geothermal,1999,2.444
Netherlands,Geothermal,2000,0.0
Netherlands,Geothermal,2001,0.0
Netherlands,Geothermal,2002,6.347
Netherlands,Geothermal,2003,0.0
Netherlands,Geothermal,2005,0.0
Netherlands,Geothermal,2006,0.0
Netherlands,Geothermal,2009,0.184
Netherlands,Geothermal,2010,1.782
Netherlands,Geothermal,2011,1.522
Netherlands,Geothermal,2012,0.435
Netherlands,Geothermal,2013,0.42
Netherlands,Geothermal,2014,14.75
Netherlands,Geothermal,2015,2.813
Netherlands,Geothermal,2016,14.94
Netherlands,Geothermal,2017,19.953
Netherlands,Geothermal,2018,36.507
Netherlands,Geothermal,2019,17.76
Netherlands,Geothermal,2020,5.709
Netherlands,Geothermal,2021,7.295
Netherlands,Geothermal,2022,27.67
Netherlands,Geothermal,2023,5.375
Netherlands,Geothermal,2024,10.429
Netherlands,Hydro,1974,0.0
Netherlands,Hydro,1975,0.0
Netherlands,Hydro,1976,0.0
Netherlands,Hydro,1977,0.0
Netherlands,Hydro,1978,0.0
Netherlands,Hydro,1979,0.0
Netherlands,Hydro,1980,0.0
Netherlands,Hydro,1981,0.0
Netherlands,Hydro,1982,0.0
Netherlands,Hydro,1983,0.0
Netherlands,Hydro,1984,0.0
Netherlands,Hydro,1985,0.0
Netherlands,Hydro,1986,0.0
Netherlands,Hydro,1987,0.0
Netherlands,Hydro,1988,0.0
Netherlands,Hydro,1989,0.0
Netherlands,Hydro,1990,0.0
Netherlands,Hydro,1991,0.0
Netherlands,Hydro,1992,0.0
Netherlands,Hydro,1994,0.0
Netherlands,Hydro,1995,0.113
Netherlands,Hydro,1996,0.0
Netherlands,Hydro,1997,0.0
Netherlands,Hydro,1998,0.0
Netherlands,Hydro,1999,0.213
Netherlands,Hydro,2000,0.0
Netherlands,Hydro,2001,0.0
Netherlands,Hydro,2002,0.0
Netherlands,Hydro,2003,0.0
Netherlands,Hydro,2005,0.0
Netherlands,Hydro,2006,0.0
Netherlands,Hydro,2010,0.0
Netherlands,Hydro,2013,0.648
Netherlands,Hydro,2014,0.646
Netherlands,Hydro,2015,0.0
Netherlands,Hydro,2016,6.438
Netherlands,Hydro,2017,0.043
Netherlands,Hydro,2018,0.0
Netherlands,Hydro,2019,0.0
Netherlands,Hydro,2020,0.0
Netherlands,Hydro,2021,0.0
Netherlands,Hydro,2022,0.0
Netherlands,Hydro,2023,0.027
Netherlands,Hydro,2024,0.0
Netherlands,Hydrogen & fuel cells,2005,14.071
Netherlands,Hydrogen & fuel cells,2006,13.145
Netherlands,Hydrogen & fuel cells,2007,13.448
Netherlands,Hydrogen & fuel cells,2008,15.725
Netherlands,Hydrogen & fuel cells,2009,20.834
Netherlands,Hydrogen & fuel cells,2010,8.124
Netherlands,Hydrogen & fuel cells,2011,0.0
Netherlands,Hydrogen & fuel cells,2012,0.0
Netherlands,Hydrogen & fuel cells,2013,2.659
Netherlands,Hydrogen & fuel cells,2014,0.048
Netherlands,Hydrogen & fuel cells,2015,1.758
Netherlands,Hydrogen & fuel cells,2016,1.606
Netherlands,Hydrogen & fuel cells,2017,32.789
Netherlands,Hydrogen & fuel cells,2018,14.308
Netherlands,Hydrogen & fuel cells,2019,23.382
Netherlands,Hydrogen & fuel cells,2020,23.745
Netherlands,Hydrogen & fuel cells,2021,95.757
Netherlands,Hydrogen & fuel cells,2022,50.772
Netherlands,Hydrogen & fuel cells,2023,28.231
Netherlands,Hydrogen & fuel cells,2024,15.445
Netherlands,Nuclear,1974,223.255
Netherlands,Nuclear,1975,254.239
Netherlands,Nuclear,1976,314.027
Netherlands,Nuclear,1977,301.299
Netherlands,Nuclear,1978,281.806
Netherlands,Nuclear,1979,277.379
Netherlands,Nuclear,1980,250.177
Netherlands,Nuclear,1981,221.499
Netherlands,Nuclear,1982,134.208
Netherlands,Nuclear,1983,111.15
Netherlands,Nuclear,1984,97.655
Netherlands,Nuclear,1985,73.914
Netherlands,Nuclear,1986,82.688
Netherlands,Nuclear,1987,83.16
Netherlands,Nuclear,1988,79.258
Netherlands,Nuclear,1989,78.66
Netherlands,Nuclear,1990,77.362
Netherlands,Nuclear,1991,74.933
Netherlands,Nuclear,1992,123.427
Netherlands,Nuclear,1993,87.496
Netherlands,Nuclear,1994,111.159
Netherlands,Nuclear,1995,41.772
Netherlands,Nuclear,1996,36.349
Netherlands,Nuclear,1997,43.021
Netherlands,Nuclear,1998,31.814
Netherlands,Nuclear,1999,34.513
Netherlands,Nuclear,2000,51.12
Netherlands,Nuclear,2001,46.841
Netherlands,Nuclear,2002,37.747
Netherlands,Nuclear,2003,37.882
Netherlands,Nuclear,2005,29.133
Netherlands,Nuclear,2006,29.963
Netherlands,Nuclear,2007,37.124
Netherlands,Nuclear,2008,31.081
Netherlands,Nuclear,2009,22.862
Netherlands,Nuclear,2010,32.78
Netherlands,Nuclear,2011,24.753
Netherlands,Nuclear,2012,18.644
Netherlands,Nuclear,2013,14.443
Netherlands,Nuclear,2014,14.432
Netherlands,Nuclear,2015,11.605
Netherlands,Nuclear,2016,11.013
Netherlands,Nuclear,2017,10.785
Netherlands,Nuclear,2018,10.905
Netherlands,Nuclear,2019,11.391
Netherlands,Nuclear,2020,11.168
Netherlands,Nuclear,2021,11.932
Netherlands,Nuclear,2022,11.197
Netherlands,Nuclear,2023,12.684
Netherlands,Nuclear,2024,11.861
Netherlands,Ocean,1974,0.0
Netherlands,Ocean,1975,0.0
Netherlands,Ocean,1976,0.0
Netherlands,Ocean,1977,0.0
Netherlands,Ocean,1978,0.0
Netherlands,Ocean,1979,0.0
Netherlands,Ocean,1980,0.0
Netherlands,Ocean,1981,0.0
Netherlands,Ocean,1982,0.0
Netherlands,Ocean,1983,0.0
Netherlands,Ocean,1984,0.0
Netherlands,Ocean,1985,0.128
Netherlands,Ocean,1986,2.589
Netherlands,Ocean,1987,2.604
Netherlands,Ocean,1988,2.608
Netherlands,Ocean,1989,2.576
Netherlands,Ocean,1990,2.534
Netherlands,Ocean,1991,2.454
Netherlands,Ocean,1992,0.0
Netherlands,Ocean,1993,0.013
Netherlands,Ocean,1994,0.0
Netherlands,Ocean,1995,0.0
Netherlands,Ocean,1996,0.0
Netherlands,Ocean,1997,0.329
Netherlands,Ocean,1998,0.216
Netherlands,Ocean,1999,0.105
Netherlands,Ocean,2000,0.374
Netherlands,Ocean,2001,0.504
Netherlands,Ocean,2002,0.0
Netherlands,Ocean,2003,0.012
Netherlands,Ocean,2005,0.0
Netherlands,Ocean,2006,0.0
Netherlands,Ocean,2009,0.553
Netherlands,Ocean,2010,1.644
Netherlands,Ocean,2014,4.559
Netherlands,Ocean,2015,0.074
Netherlands,Ocean,2016,0.087
Netherlands,Ocean,2017,1.248
Netherlands,Ocean,2018,0.084
Netherlands,Ocean,2019,0.033
Netherlands,Ocean,2020,0.0
Netherlands,Ocean,2021,0.0
Netherlands,Ocean,2022,0.204
Netherlands,Ocean,2023,0.027
Netherlands,Ocean,2024,0.0
Netherlands,Solar,1974,2.877
Netherlands,Solar,1975,9.622
Netherlands,Solar,1976,26.671
Netherlands,Solar,1977,30.307
Netherlands,Solar,1978,33.006
Netherlands,Solar,1979,35.864
Netherlands,Solar,1980,18.249
Netherlands,Solar,1981,24.45
Netherlands,Solar,1982,0.0
Netherlands,Solar,1983,0.0
Netherlands,Solar,1984,0.0
Netherlands,Solar,1985,16.9
Netherlands,Solar,1986,19.411
Netherlands,Solar,1987,22.774
Netherlands,Solar,1988,17.989
Netherlands,Solar,1989,15.062
Netherlands,Solar,1990,27.983
Netherlands,Solar,1991,27.105
